Category,Subcategory,Title,Brand,Country,URL
Молочные продукты и яйца,Йогурт,Напиток йогуртный 1.2% пастеризованный Клубника-Киви Эрмигурт Ehrmann п/бут 290г,ТМ Ehrmann,RU,https://contentservice.kz/product/4606779682308-kz-yogurt-pitevoy-ehrmann-klubnkivi-12-290ml-pb
Молочные продукты и яйца,Йогурт,Продукт кисломолочный 2.5% Клубника Actimel п/бут 100г,ТМ Actimel,RU,https://contentservice.kz/product/4600605013267-kz-napitok-pitevoy-danone-actimel-klubnika-100ml-pb
Молочные продукты и яйца,Йогурт,Йогурт 4.8% Вишня-Черешня Epica ст 130г,ТМ Epica,RU,https://contentservice.kz/product/4606779762604-kz-yogurt-epica-nat-vishnya-chereshnya-48-130gr-stak
Молочные продукты и яйца,Йогурт,Продукт йогуртный 7.5% пастеризованный Абрикос+Персик-маракуйя Сливочный Alpenland Ehrmann ст 4х95г,ТМ Ehrmann,RU,https://contentservice.kz/product/4607014270090-kz-yogurt-alpenland-slivoch-abrikos-75-100gr
Молочные продукты и яйца,Йогурт,Коктейль 4.5% йогуртный Морожное с карамелью и грецким орехом Чудо ст 235г,ТМ Чудо,RU,https://contentservice.kz/product/4690228036569-kz-kokteyl-chudo-desert-yogurtnyymorozhenoekaramelgreckiy-oreh45-235gr-stak
Молочные продукты и яйца,Йогурт,Продукт йогуртный 1.2% пастеризованный С соком абрикоса и манго Нежный Campina ст 320г,ТМ Campina,RU,https://contentservice.kz/product/4605627008543-kz-produkt-yogurtnyy-campina-nezhnyy-abrikosmango-12-320gr-stak
Молочные продукты и яйца,Йогурт,Продукт кисломолочный 2.5% для детей от 3лет Клубнично-Банановый сюрприз Actimel п/бут 100г,ТМ Actimel,RU,https://contentservice.kz/product/4600605021736-kz-napitok-pitevoy-danone-actimel-klubn-banan-det-100ml-pb
Молочные продукты и яйца,Йогурт,Йогурт 7% греческий Ваниль FoodMaster ст 130г,ТМ Food Master,KZ,https://contentservice.kz/product/4870207313724-kz-yogurt-foodmaster-grecheskiy-vanil-7-130gr-stak
Молочные продукты и яйца,Йогурт,Йогурт 2.4% фруктовый со вкусом клубника-земляника Чудо п/бут 270г,ТМ Чудо,RU,https://contentservice.kz/product/4690228031250-kz-yogurt-pitevoy-chudo-klubnzeml-24-270ml-pb
Молочные продукты и яйца,Йогурт,Йогурт 6.3% Кокос-Ваниль Epica ст 290г,ТМ Epica,RU,https://contentservice.kz/product/4606779762703-kz-yogurt-epica-nat-kokosvanil-63-130gr-stak
Молочные продукты и яйца,Йогурт,Биойогурт 1.5% Клубника со злаками Эмиль т/п 500г,ТМ Эмиль,KZ,https://contentservice.kz/product/4870005353694-kz-bioyogurt-pitevoy-emil-klubn-so-zlakami-15-500ml-trx
Молочные продукты и яйца,Йогурт,Напиток йогуртный 0.1% стерилизованный С соком клубники Нежный Campina п/бут 285г,ТМ Campina,RU,https://contentservice.kz/product/4605627008321-kz-napitok-pitevoy-campina-nezhnyy-s-sokom-klubn-01-285ml-pb
Молочные продукты и яйца,Йогурт,Биойогурт 2.2% питьевой Отруби-Злаки Активиа п/бут 270г,ТМ Активиа,KZ,https://contentservice.kz/product/4870206411582-kz-napitok-pitevoy-danone-aktivia-zlaki-290ml-pb
Молочные продукты и яйца,Йогурт,Продукт йогуртный 0.3% пастеризованный с лесными ягодами Фруктовый Alpenland Ehrmann ст 95г,ТМ Ehrmann,RU,https://contentservice.kz/product/4606779450709-kz-yogurt-alpenland-alpiyskiy-vkus-les-yagodayablgrush-03-95gr
Молочные продукты и яйца,Йогурт,Напиток йогуртный 1.2% пастеризованный Лесные Ягоды Эрмигурт Ehrmann п/бут 290г,ТМ Ehrmann,RU,https://contentservice.kz/product/4606779682100-kz-yogurt-pitevoy-ehrmann-lesnye-yagody-12-290ml-pb
Молочные продукты и яйца,Йогурт,Йогурт 3% Турецкий Kokshe ст 360г,ТМ Kokshe,KZ,https://contentservice.kz/product/4870235430011-kz-yogurt-tureckiy-30-036kg-pst
Молочные продукты и яйца,Йогурт,Йогурт 2.4% Персик-абрикос Чудо п/бут 270г,ТМ Чудо,RU,https://contentservice.kz/product/4690228031373-kz-yogurt-pitevoy-chudo-persikabrikos-24-270ml-pb
Молочные продукты и яйца,Йогурт,Напиток кисломолочный 1.5% для детей от 3лет Малиновый пломбир Имунеле п/бут 100г,ТМ Имунеле,RU,https://contentservice.kz/product/4690228024573-kz-napitok-pitevoy-imunele-for-kids-malinovyy-plombir-95ml100ml-pb
Молочные продукты и яйца,Йогурт,Йогурт 1.2% Апельсин-Морковь-Мюсли Simple Epica п/бут 290г,ТМ Epica,RU,https://contentservice.kz/product/4606779764905-kz-yogurt-pitevoy-epica-simple-apelsin-morkov-myusli-12-290gr-pb
Молочные продукты и яйца,Йогурт,Продукт йогуртный 3.2% пастеризованный с клубникой Эрмигурт Ehrmann ст 100г,ТМ Ehrmann,RU,https://contentservice.kz/product/4606779900600-kz-yogurt-ehrmann-ermigurt-klubnika-32-100gr-stak
Молочные продукты и яйца,Йогурт,Йогурт 2.4% Вишня-черешня Чудо п/бут 270г,ТМ Чудо,RU,https://contentservice.kz/product/4690228031281-kz-yogurt-pitevoy-chudo-vishnyachereshnya-24-270ml-pb
Молочные продукты и яйца,Йогурт,Биойогурт 1.9% Клубника-земляника-микс семечек Bio Max п/бут 270г,ТМ Bio Max,RU,https://contentservice.kz/product/4690228036187-kz-bioyogurt-bio-max-klubnzemlmiks-semechek-19-270gr-pb
Молочные продукты и яйца,Йогурт,Продукт кисломолочный 2.5% Киви-Клубника Star Wars Actimel п/бут 100г,ТМ Actimel,RU,https://contentservice.kz/product/4600605021088-kz-napitok-pitevoy-danone-actimel-kiviklubn-100ml-pb
Молочные продукты и яйца,Йогурт,Йогурт 1.5% живой Вишня FoodMaster ст 110г,ТМ Food Master,KZ,https://contentservice.kz/product/4870207313540-kz-yogurt-foodmaster-zhivoy-vishnya-15-110gr-stak
Молочные продукты и яйца,Йогурт,Продукт йогуртный 0.1% пастеризованный с черникой Легкий Fruttis Campina ст 310г,ТМ Campina,RU,https://contentservice.kz/product/4605627007980-kz-yogurt-campina-fruttis-legkiy-chernika-01-310gr-stak
Молочные продукты и яйца,Йогурт,Йогурт 2.5% Испанский апельсин Чудо ст 290г,ТМ Чудо,RU,https://contentservice.kz/product/4690228101113-kz-yogurt-chudo-ispanskiy-apelsin-25-290gr-stak
Молочные продукты и яйца,Йогурт,Продукт йогуртный 0.3% пастеризованный Вишня+Нектарин-дикий апельсин Фруктовый Alpenland Ehrmann ст 4х95г,ТМ Ehrmann,RU,https://contentservice.kz/product/4607014270212-kz-yogurt-alpenland-fruktovyy-vishnya-03-100gr
Молочные продукты и яйца,Йогурт,Напиток кисломолочный 1.5% для детей от 3лет Тутти-фрутти For kids Имунеле п/бут 100г,ТМ Имунеле,RU,https://contentservice.kz/product/4690228021664-kz-napitok-pitevoy-imunele-for-kids-tutti-frutti-95ml100ml-pb
Молочные продукты и яйца,Йогурт,Биойогурт 2.1% питьевой Вишня-Чиа Активиа п/бут 270г,ТМ Активиа,KZ,https://contentservice.kz/product/4870206413777-kz-bioyogurt-pitevoy-aktivia-vishnyachiya-21-270ml-pb
Молочные продукты и яйца,Йогурт,Йогурт 2.4% Ананас-банан Чудо п/бут 270г,ТМ Чудо,RU,https://contentservice.kz/product/4690228031182-kz-yogurt-pitevoy-chudo-ananasbanan-24-270ml-pb
Молочные продукты и яйца,Йогурт,Йогурт 4.8% Карамель Crispy Epica ст 140г,ТМ Epica,RU,https://contentservice.kz/product/4606779763809-kz-yogurt-epica-crispy-karamel-102-140gr-stak
Молочные продукты и яйца,Йогурт,Биойогурт 1.5% Персик Эмиль т/п 500г,ТМ Эмиль,KZ,https://contentservice.kz/product/4870005356572-kz-bioyogurt-emil-persik-15-500gr-tba
Молочные продукты и яйца,Йогурт,Биойогурт 2.7% Классический BioMax ст 125г,ТМ Bio Max,RU,https://contentservice.kz/product/4690228036026-kz-bioyogurt-bio-max-klass-27-125gr-stak
Молочные продукты и яйца,Йогурт,ЙОГУРТ BIO БАЛАНС ИМУНО ГРАНАТ ВИТАМИНЫ+ПРИБИОТИКИ 310ГР П/Б,ТМ Био Баланс,KZ,https://contentservice.kz/product/4870206414071-kz-yogurt-bio-balans-imuno-granat-vitaminypribiotiki-310gr-pb
Молочные продукты и яйца,Йогурт,Йогурт 2.5% питьевой Гранат-апельсин Epica п/бут 290г,ТМ Epica,RU,https://contentservice.kz/product/4606779772306-kz-yogurt-pitevoy-epica-granat-apel-25-290ml-pb
Молочные продукты и яйца,Йогурт,Биойогурт 2.1% питьевой Чернослив Активиа п/бут 270г,ТМ Активиа,KZ,https://contentservice.kz/product/4870206411599-kz-napitok-pitevoy-danone-aktivia-chernosliv-290ml-pb
Молочные продукты и яйца,Йогурт,Бифидойогурт 2.9% термостатный натуральный Чернослив Активиа ст 120г,ТМ Активиа,KZ,https://contentservice.kz/product/4870206411650-kz-yogurt-danone-aktivia-chernosliv-120gr-stak
Молочные продукты и яйца,Йогурт,Продукт кисломолочный 2.5% Ягодный микс Actimel п/бут 100г,ТМ Actimel,RU,https://contentservice.kz/product/4600605024065-kz-napitok-pitevoy-danone-actimel-yagodnyy-miks-25-100ml-pb
Молочные продукты и яйца,Йогурт,Продукт йогуртный 0.1% пастеризованный С пюре клубники Нежный Campina ст 110г,ТМ Campina,RU,https://contentservice.kz/product/4605627009236-kz-yogurt-campina-nezhnyy-klubn-01-100gr-stak
Молочные продукты и яйца,Йогурт,Йогурт 3% для детей от 3лет Яблоко-Груша Растишка к/у 4x100г,ТМ Растишка,KZ,https://contentservice.kz/product/4870206413968-kz-yogurt-danone-rastishka-yablokogrusha-3-4100-grup
Молочные продукты и яйца,Йогурт,Йогурт 2.4% Черника-малина Чудо п/бут 270г,ТМ Чудо,RU,https://contentservice.kz/product/4690228031168-kz-yogurt-pitevoy-chudo-chernikamalina-24-270ml-pb
Молочные продукты и яйца,Йогурт,Продукт йогуртный 0.1% пастеризованный С соком лесных ягод Лёгкий Нежный Campina ст 95г,ТМ Campina,RU,https://contentservice.kz/product/4605627008048-kz-yogurt-campina-nezhnyy-legkiy-lesnye-yagody-01-95gr-stak
Молочные продукты и яйца,Йогурт,Продукт йогуртный 2.5% пастеризованный фруктовый Клубника-Земляника Легкий йогуртер Чудо ст 115г,ТМ Чудо,RU,https://contentservice.kz/product/4690228008733-kz-yogurt-chudo-klubnzeml-25-115gr
Молочные продукты и яйца,Йогурт,Продукт йогуртный 5% пастеризованный с клубникой Сливочное лакомство Fruttis Campina ст 115г,ТМ Campina,RU,https://contentservice.kz/product/4605627003241-kz-yogurt-campina-slivoch-5-klubnpers-115gr-stak
Молочные продукты и яйца,Йогурт,Йогурт 4.8% Голубика-Лаванда Bouquet Epica ст 130г,ТМ Epica,RU,https://contentservice.kz/product/4606779763205-kz-yogurt-epica-bouquet-golubikalavanda-48-130gr-stak
Молочные продукты и яйца,Йогурт,Йогурт 4.8% Персик-Жасмин Bouquet Epica ст 130г,ТМ Epica,RU,https://contentservice.kz/product/4606779763304-kz-yogurt-epica-bouquet-perszhasmin-48-130gr-stak
Молочные продукты и яйца,Йогурт,Йогурт 2.5% обогащенный бифидобактериями Малина-клубника-черная смородина Le'Vital Эмиль п/бут 350мл,ТМ Эмиль,KZ,https://contentservice.kz/product/4870005355704-kz-yogurt-pitevoy-emil-le-vital-sadovye-yagody-350ml-pb
Молочные продукты и яйца,Йогурт,Йогурт 2% питьевой со вкусом клубники Food Master т/п 900г,ТМ Food Master,KZ,https://contentservice.kz/product/4870207313281-kz-yogurt-pitevoy-foodmaster-so-vkusom-klubn-2-900ml-trx
Молочные продукты и яйца,Йогурт,Йогурт 1.5% Персик FoodMaster ст 110г,ТМ Food Master,KZ,https://contentservice.kz/product/4870207313533-kz-yogurt-foodmaster-zhivoy-persik-15-110gr-stak
Молочные продукты и яйца,Йогурт,Биойогурт 2.2% питьевой Отруби-Злаки Активиа п/бут 690г,ТМ Активиа,KZ,https://contentservice.kz/product/4870206411742-kz-yogurt-pitevoy-danone-aktivia-zlaki-2-690ml-pb
Молочные продукты и яйца,Йогурт,Продукт йогуртный 2.5% пастеризованный фруктовый Персик-Манго Легкий йогуртер Чудо ст 115г,ТМ Чудо,RU,https://contentservice.kz/product/4690228008757-kz-yogurt-chudo-persmango-25-115gr
Молочные продукты и яйца,Йогурт,Биойогурт 3.2% питьевой ванильный Био-С Имун+ Food Master т/п 1000г,ТМ Food Master,KZ,https://contentservice.kz/product/4870055004287-kz-kefir-foodmaster-bio-s-32-1l-tp
Молочные продукты и яйца,Йогурт,Напиток кисломолочный 2% сладкий Снежок Food Master м/у 0.9л,ТМ Food Master,KZ,https://contentservice.kz/product/4870207312888-kz-snezhok-foodmaster-sladkiy-2-900ml-flp
Молочные продукты и яйца,Йогурт,Продукт йогуртный 0.3% пастеризованный Киви-крыжовник+Ананас Фруктовый Alpenland Ehrmann ст 4х95г,ТМ Ehrmann,RU,https://contentservice.kz/product/4607014270229-kz-yogurt-alpenland-alpiyskiy-vkus-kivi-03-100gr
Молочные продукты и яйца,Йогурт,Йогурт 2.5% питьевой Манго Epica п/бут 290г,ТМ Epica,RU,https://contentservice.kz/product/4606779772207-kz-yogurt-pitevoy-epica-mango-25-290ml-pb
